Subject ActivityLabels timeBodyAcceleration-mean-X timeBodyAcceleration-mean-Y timeBodyAcceleration-mean-Z timeBodyAcceleration-std-X timeBodyAcceleration-std-Y timeBodyAcceleration-std-Z timeBodyAcceleration-mad-X timeBodyAcceleration-mad-Y timeBodyAcceleration-mad-Z timeBodyAcceleration-max-X timeBodyAcceleration-max-Y timeBodyAcceleration-max-Z timeBodyAcceleration-min-X
3 LAYING 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.985280124193548 -0.965100051612903 -0.966039688870968 -0.92009433016129 -0.550358654032258 -0.792728784193548 0.832767688064516
3 SITTING 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 -0.974103206346154 -0.855595640769231 -0.867943869423077 -0.918644004807692 -0.476064686826923 -0.747584161538462 0.808842848461538
3 STANDING 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.973805270819672 -0.89651787442623 -0.906661985573771 -0.893315989672131 -0.496034383114754 -0.757434750327869 0.800094241803279
3 WALKING 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 -0.409075189482759 -0.0873748121241379 -0.392182467413793 -0.0549736850689655 -0.0993467303965517 -0.486518498448276 0.318428437758621
3 WALKING_DOWNSTAIRS 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 -0.140460458469388 -0.0475267214836735 -0.360223784061225 0.408844101183673 -0.0166720801265306 -0.374350517755102 0.14504528044898
3 WALKING_UPSTAIRS 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 0.0116280813372881 -0.369754604067797 -0.359018922542373 -0.0044843460559322 -0.348964195762712 -0.153548192508475 -0.123984563101695 -0.382521727457627 0.223084863681356
4 LAYING 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.957949598333333 -0.945799266851852 -0.962876286666667 -0.912698487222222 -0.525265841037037 -0.795752859074074 0.795296876277778
4 SITTING 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 -0.9826360798 -0.89089523612 -0.9296610872 -0.9203999764 -0.49079960086 -0.77613752178 0.825681367
4 STANDING 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 -0.979461749464286 -0.859936149341071 -0.89002252625 -0.910069068392857 -0.481628821035714 -0.756272948928571 0.828504749107143
4 WALKING 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 -0.463240806833333 -0.0882479108316667 -0.577853991833333 -0.274067506 0.000394426711666667 -0.508430021333333 0.38525393
4 WALKING_DOWNSTAIRS 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 -0.0417198960022222 -0.272595863822222 -0.480653547333333 0.315513225688889 -0.0809219748666667 -0.372719630888889 0.0512374700288889
4 WALKING_UPSTAIRS 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 -0.308203036923077 -0.104576853559423 -0.352160001153846 0.0551893966615385 -0.0905273170096154 -0.367490069615385 0.138761992942308
5 LAYING 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.969061900384615 -0.971518238653846 -0.967242339230769 -0.916661920769231 -0.551252918461538 -0.804347945961538 0.809767371346154
5 SITTING 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 -0.983796381363636 -0.904638734318182 -0.924651502045455 -0.920639452045454 -0.505361077045455 -0.776583885227273 0.824377384772727
5 STANDING 0.282544390892857 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.869439913392857 -0.869327321785714 -0.974083131071429 -0.871059738821429 -0.866048440535714 -0.892172557142857 -0.477080943464286 -0.745384786964286 0.814425205
5 WALKING 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 -0.324211424758929 0.02125245425 -0.417584377321429 -0.144377074553571 0.0736703901732143 -0.499221384642857 0.217721157857143
5 WALKING_DOWNSTAIRS 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.275046110468085 0.0907630761042553 -0.325891435319149 0.202512920080851 0.0133664994085106 -0.328392220212766 0.524000558085106 0.201467587880851 -0.346057909191489 -0.0868537738276596
5 WALKING_UPSTAIRS 0.268459469914894 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 0.185022459476596 -0.308938978787234 -0.116970666051064 0.190486205121277 -0.29114190666383 0.170154643995745 0.0318020728119149 -0.339425736595745 0.0813915649085106
6 LAYING 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.924644826385965 -0.925216100350877 -0.938200964421053 -0.930008477368421 -0.923557278947368 -0.898465991052632 -0.504664048245614 -0.789971233508772 0.762568251052632
6 SITTING 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 -0.984156729636364 -0.928565311818182 -0.928520908181818 -0.914001008545455 -0.518334584181818 -0.769885365090909 0.822661513818182
6 STANDING 0.280346248596491 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.921493191754386 -0.925692371929825 -0.985293206315789 -0.92387055 -0.924938738947368 -0.914653512631579 -0.519658324035088 -0.777625245438596 0.825806424035088
6 WALKING 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 0.164213884996491 -0.504324207192982 -0.364913547017544 0.147044978903509 -0.501267576140351 -0.0141933701210526 0.133092995308772 -0.447302828035088 0.0360363454
6 WALKING_DOWNSTAIRS 0.277045258145833 -0.019536840063125 -0.107209356208333 0.383681639791667 0.360164958768542 -0.320204232520417 0.311584377708333 0.258880873520833 -0.338160711291667 0.601637638541667 0.21337527032625 -0.280326228375 -0.125513915754167
6 WALKING_UPSTAIRS 0.268229355098039 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 0.189276117327451 -0.353519514896078 -0.116208269846275 0.144944545490196 -0.354623361431373 0.266699664921569 0.000426537380392156 -0.330165786588235 0.139452278392157
7 LAYING 0.250176694038462 -0.0204411516884615 -0.101361036576923 -0.93651361 -0.926262668653846 -0.952978365961539 -0.938656584230769 -0.926829713269231 -0.955840710384615 -0.905658804807692 -0.5365891325 -0.776739001153846 0.7774886725
7 SITTING 0.284674637291667 -0.01461097580375 -0.122464597625 -0.972668374583333 -0.909454698541667 -0.8565329414375 -0.975661489375 -0.909281616875 -0.846778797291667 -0.906926630208333 -0.527722607083333 -0.753828982291667 0.832704541041667
7 STANDING 0.282723539433962 -0.0145740341037736 -0.0997778303207547 -0.979307570377358 -0.923400921886792 -0.917064168490566 -0.982582661698113 -0.924302111886792 -0.915426923207547 -0.917703702641509 -0.527940173207547 -0.763962555849057 0.823636338867925
7 WALKING 0.275592961754386 -0.018653665345614 -0.110912234947368 -0.327243240701754 -0.0772618561052631 0.159631283261403 -0.338138098070175 -0.136694056370175 0.152464596122807 -0.129966299126316 -0.17166371704386 -0.259122443859649 0.338173967719298
7 WALKING_DOWNSTAIRS 0.28030708 -0.0166332372978723 -0.096938308587234 0.0660815600978723 -0.138179072734043 -0.0636402447755319 -0.030378984706383 -0.201005456914894 -0.123569202297872 0.493768974042553 -0.104780240344681 -0.394879214893617 0.194125797021277
7 WALKING_UPSTAIRS 0.248706923078431 -0.0275639005607843 -0.143769688803922 -0.29487297445098 -0.32616002254902 -0.145665025639216 -0.337431570196078 -0.343619950980392 -0.135161677587059 -0.133246961235294 -0.225904319215686 -0.401076043137255 0.352567045294118
8 LAYING 0.261254282907407 -0.0212281733881481 -0.102245365611111 -0.94304121537037 -0.93489116 -0.932491454407407 -0.945418939814815 -0.932243176962963 -0.931656537092593 -0.900998424814815 -0.548761677962963 -0.76084164112963 0.786238779798148
8 SITTING 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 -0.980517261304348 -0.923886269565217 -0.936819473478261 -0.927231110217391 -0.524332764217391 -0.780707372608696 0.825638443913044
8 STANDING 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185 -0.990252236851852 -0.938316233148148 -0.920151622407407 -0.930075250925926 -0.536181876481482 -0.783154254444444 0.841091105185185
8 WALKING 0.27468631 -0.0186628865310417 -0.107252090833333 -0.173605736002083 0.380782052708333 -0.1420885318125 -0.20725909954375 0.300305775416667 -0.133001121625 0.0215062722708333 0.172359720737708 -0.295656992583333 0.138025851416667
8 WALKING_DOWNSTAIRS 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 0.343826273105263 0.1337170395 -0.0663849588421053 0.281074332105263 0.104441772318421 0.372807846578947 0.273645487947368 -0.0535781705263158 -0.0906636641315789
8 WALKING_UPSTAIRS 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 0.348768733170732 0.121187278790244 -0.216100764902439 0.318980589487805 0.123365686465854 -0.0603474218780488 0.203913088095122 -0.109625453180488 0.0855697238439024
9 LAYING 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.94676803 -0.9185151018 -0.9441357138 -0.8874170998 -0.5315438022 -0.7721285042 0.7835273366
9 SITTING 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 -0.9616477008 -0.87424253746 -0.82417631484 -0.9118770784 -0.5189840856 -0.69931596932 0.7830224082
9 STANDING 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 -0.980558838 -0.940488955777778 -0.915416241333333 -0.904517522222222 -0.540206065333333 -0.763253977333333 0.820962860444444
9 WALKING 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 -0.274019834615385 -0.212359889865385 -0.01417928689 -0.106228921811346 -0.0319836744711538 -0.347719583846154 0.225552638269231
9 WALKING_DOWNSTAIRS 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.118335010390476 -0.241144677030952 -0.0370665930952381 0.556871275714286 -0.00681334826190476 -0.355196187142857 0.0997367965809524
9 WALKING_UPSTAIRS 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 -0.402154409387755 -0.295573615714286 -0.246610645510204 -0.126788117730612 -0.18674850544898 -0.344108521714286 0.32761270877551
10 LAYING 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931 -0.971360300862069 -0.947498060982759 -0.959314181051724 -0.90538594637931 -0.543414602758621 -0.80279868637931 0.819315516034483
10 SITTING 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 -0.984285968148148 -0.916248878703704 -0.968075529259259 -0.930557789444444 -0.530187893888889 -0.800206664444444 0.831042660740741
10 STANDING 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545 -0.984416503181818 -0.925313610909091 -0.941877510227273 -0.907958480681818 -0.512570946136364 -0.786048819545455 0.81073652
10 WALKING 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.178709734396226 -0.0227431651698113 -0.395645072075472 -0.24733005790566 -0.0833112748886792 -0.378319836415094 0.0633464077339623 0.102748652126415 -0.25232745090566 -0.00690791115283019
10 WALKING_DOWNSTAIRS 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.00407915363157895 -0.183557562032895 0.238117344078947 -0.0266684508105263 -0.203851933973684 0.550059192368421 0.0479110281263158 -0.0126495390947368 -0.156450969
10 WALKING_UPSTAIRS 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 -0.215119113212766 -0.0166283664148936 -0.0834337844042553 0.105133447565957 0.0575917157851064 -0.116010665004255 0.12316613323617
11 LAYING 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.972196873859649 -0.971311176842105 -0.986755605438597 -0.974316431578947 -0.97357199245614 -0.925159091578947 -0.557098157192983 -0.803127134035088 0.832556698070175
11 SITTING 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792 -0.985517825283019 -0.922185628113208 -0.967861999622642 -0.921792559811321 -0.519116823207547 -0.808417803773585 0.829553076792453
11 STANDING 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.994978878723404 -0.964173331702128 -0.986382712765957 -0.995974194255319 -0.964230933617021 -0.98648704212766 -0.936828318297872 -0.554519100638298 -0.815106313404255 0.846755654042553
11 WALKING 0.271821892881356 -0.0166475833623729 -0.106096304033898 -0.422842071864407 -0.0522120750440678 -0.530626311355932 -0.456440630677966 -0.0459708287983051 -0.511849578983051 -0.331038257118644 -0.104204618088136 -0.429226929491525 0.321210116779661
11 WALKING_DOWNSTAIRS 0.291605631956522 -0.0178097721219565 -0.111070149978261 0.142456557034783 0.0708122725543478 -0.324026938043478 0.0979637965434783 0.0110374284543478 -0.311128176956522 0.416724176521739 -0.0613840461008696 -0.250397054195652 -0.031090243826087
11 WALKING_UPSTAIRS 0.263775859277778 -0.0303157822055556 -0.106797216481481 -0.238802959018519 -0.103167501868519 -0.203369399185185 -0.293610542592593 -0.101750738833333 -0.161751298222222 -0.0501712200411111 -0.179321982740741 -0.21516913012963 0.215877176833333
12 LAYING 0.260113433 -0.0175203917146667 -0.108160125666667 -0.95531868 -0.949072009333333 -0.9483338435 -0.958692528166667 -0.952123606166667 -0.949581700666667 -0.9056824665 -0.539903321383333 -0.7762675945 0.790426552
12 SITTING 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608 -0.984983238039216 -0.928279664313725 -0.938661546078431 -0.920062029411765 -0.530375877843137 -0.783338561176471 0.82921222254902
12 STANDING 0.277405834918033 -0.0169002543196721 -0.105526999754098 -0.981243992459016 -0.923140254098361 -0.920684800114754 -0.984312951803279 -0.92508765147541 -0.917682099885246 -0.916911930327869 -0.5225815 -0.778342122459016 0.823599805409836
12 WALKING 0.2771286656 -0.015560927606 -0.10316110632 -0.128898533096 -0.122783290008 -0.4106060626 -0.17486906168 -0.15772455196 -0.4196657108 0.14665451402 -0.130303060066 -0.3972490326 0.0115952981
12 WALKING_DOWNSTAIRS 0.281521097391304 -0.018084266865793 -0.10955593226087 0.0424084916086956 0.11083534373913 -0.425017413478261 -0.0420531993521739 0.0415079134565217 -0.457457368478261 0.413074923065217 0.11438262878913 -0.422059293126087 0.129607404195652
12 WALKING_UPSTAIRS 0.272970338653846 -0.0263574903403846 -0.107339730115385 -0.290149192307692 -0.103818259823077 -0.436697425576923 -0.342332983846154 -0.147699840853846 -0.432757044807692 -0.00700048168115385 -0.0971804551730769 -0.472276199807692 0.334076085192308
13 LAYING 0.276716360483871 -0.020440454366129 -0.104331864532258 -0.968891989354839 -0.950947949516129 -0.950392995483871 -0.971568146129032 -0.950125182258065 -0.949339227258065 -0.918831715645161 -0.550162437258064 -0.790055486935484 0.816732128548387
13 SITTING 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 -0.990432735306122 -0.934768537979592 -0.935046011632653 -0.934426405714286 -0.53244616244898 -0.778207914285714 0.839897018163265
13 STANDING 0.277758431052632 -0.0167891993964912 -0.112124137754386 -0.991020759298246 -0.949422439473684 -0.967538031754386 -0.992575981403509 -0.95051883 -0.965838635789474 -0.930864884561403 -0.545069000701754 -0.807035155263158 0.839750082105263
13 WALKING 0.275883130350877 -0.0185660651947368 -0.111431456192982 -0.346980394210526 0.141866689392982 -0.220503537026316 -0.392011497017544 0.112369922905263 -0.225573216675439 -0.137027597263158 0.0147724938694737 -0.398201969824561 0.210523756964912
13 WALKING_DOWNSTAIRS 0.294907553404255 -0.0143723839108511 -0.101993941531915 -0.0681563626617021 -0.03212524665 -0.158333146191489 -0.128835214695745 -0.0808814898638298 -0.22424445393617 0.227460034319149 -0.0138151686595745 -0.305759981404255 0.101500078438298
13 WALKING_UPSTAIRS 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085455 -0.341001436363636 0.0926616680272727 -0.199585317423309 -0.157210082018182 -0.0605798716909091 -0.361010645636364 0.224583899763636
14 LAYING 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.917501887333333 -0.909697040980392 -0.900331921686275 -0.922298837568627 -0.910003690980392 -0.896314128431373 -0.889182238823529 -0.51175623954902 -0.742720733529412 0.74883409627451
14 SITTING 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.976302248148148 -0.914935703907407 -0.922774835740741 -0.978986842962963 -0.917555078222222 -0.920400973440741 -0.913857887777778 -0.510665799259259 -0.765841312444444 0.827481240555556
14 STANDING 0.280545613833333 -0.01520781344 -0.103817701790667 -0.973268905 -0.928525725333333 -0.9222763115 -0.9759092045 -0.930300885833333 -0.919056600833333 -0.910172213833333 -0.526679050166667 -0.771163554833333 0.825866892333333
14 WALKING 0.271959598644068 -0.0217785380966102 -0.106756369135593 -0.402639098135593 -0.0536126686650847 0.0518841040022034 -0.441842798983051 -0.0635288383677966 -0.00342917475084746 -0.192813420186441 -0.00197348950745763 -0.150189797728814 0.421139197288136
14 WALKING_DOWNSTAIRS 0.293422115555556 -0.0200141413657778 -0.0928330165533333 0.0178313402266667 0.378870491755556 0.451576075111111 -0.102847907591111 0.224977239515556 0.383668639526667 0.491646532222222 0.122151036773333 -0.0406031415688889 0.0997361349555556
14 WALKING_UPSTAIRS 0.26242106612963 -0.0204388180024074 -0.112279688983333 -0.309396717592593 0.307195533 0.609017879074074 -0.359354792222222 0.287753127203704 0.542642440925926 -0.0757389172407407 0.120689038037037 0.314029543814815 0.160100404557407
15 LAYING 0.2894756525 -0.0166296542054167 -0.118530240291667 -0.972255551527778 -0.962759422361111 -0.929586835277778 -0.974821673611111 -0.966085775416667 -0.929300165833333 -0.911061293888889 -0.543161020416667 -0.787499926388889 0.822678181666667
15 SITTING 0.27290337979661 -0.0117188472271186 -0.11366125320339 -0.987084356101695 -0.922407162881356 -0.949338025084746 -0.988471943220339 -0.92231288220339 -0.94749011338983 -0.933888704237288 -0.518837921355932 -0.79713725 0.83300985779661
15 STANDING 0.278915803962264 -0.0183516360396226 -0.105910832679245 -0.988949247358491 -0.931900148301887 -0.951670257924528 -0.99082311 -0.93269948509434 -0.94971746754717 -0.929295079622641 -0.535913304339623 -0.796434893207547 0.838151431509434
15 WALKING 0.273899207962963 -0.0170809740090741 -0.107621819518519 -0.327961801111111 0.138912923691296 -0.518932634814815 -0.377019482037037 0.121720092940741 -0.509096461481481 -0.090141018737037 -0.0335206664048148 -0.392384107777778 0.19434556
15 WALKING_DOWNSTAIRS 0.280198851190476 -0.00563047804309524 -0.110526066428571 0.406471051190476 0.186532377428571 -0.281982181666667 0.345737933 0.0600855850547619 -0.327722902380952 0.617899360714286 -0.0588342576619048 -0.0813474670238095 -0.216002454885714
15 WALKING_UPSTAIRS 0.270187595833333 -0.0287523860708333 -0.116952464895833 -0.0260971840270833 -0.00406536043541667 -0.379717488104167 -0.113883988525 0.0227015130479167 -0.357323573833333 0.2360953691625 -0.0686722313333333 -0.386778224375 0.109134893241667
16 LAYING 0.274227162571429 -0.0166103510562857 -0.107310493242857 -0.973691429428571 -0.943061150285714 -0.965490276285714 -0.974437036714286 -0.941570618285714 -0.965316192142857 -0.922602115571429 -0.547494758571429 -0.802210169571429 0.827583816142857
16 SITTING 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.986825605362319 -0.951607872463768 -0.939672247101449 -0.988132249565217 -0.952671636086956 -0.937421468463768 -0.927435340724638 -0.537796638072464 -0.776463700144927 0.841500337101449
16 STANDING 0.283497402948718 -0.0165999672935897 -0.103657729076923 -0.989076811794872 -0.960298267692308 -0.953468961666667 -0.99008527448718 -0.960426701025641 -0.951555671666667 -0.930307519358974 -0.552169189230769 -0.794313823205128 0.844589958846154
16 WALKING 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.404692523921569 -0.314569762352941 -0.159799790235294 -0.405211902352941 -0.349799363529412 -0.154179093568627 -0.369597790392157 -0.149400843882353 -0.31609963627451 0.331776645490196
16 WALKING_DOWNSTAIRS 0.295586802191489 -0.0183898583787234 -0.119873705148936 0.207251997929787 -0.146993837655319 0.0114353944787234 0.165410171695745 -0.164172918893617 -0.0185059662468085 0.439936546382979 -0.0127566664680851 -0.381285350340426 0.0579643266297872
16 WALKING_UPSTAIRS 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.163732745078431 -0.129283825721569 -0.43910719254902 -0.192195919196078 -0.14562361192549 -0.267299779098039 0.030676011227451 -0.345757805529412 0.318152070980392
17 LAYING 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.972960567323944 -0.944792875211268 -0.953476700140845 -0.97524074 -0.943799481690141 -0.951517657605634 -0.92118859943662 -0.540800516901408 -0.798007348450704 0.815661350140845
17 SITTING 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.9944439053125 -0.96185862984375 -0.96572919578125 -0.995133846875 -0.96022042390625 -0.96479776609375 -0.93761004046875 -0.5498138575 -0.80838321125 0.8465628325
17 STANDING 0.277942503333333 -0.0174120064169231 -0.111432145565 -0.991163919871795 -0.968176663717949 -0.970462679230769 -0.992110255769231 -0.967273662948718 -0.967982105769231 -0.933116060897436 -0.556159849102564 -0.80899732051282 0.844346076794872
17 WALKING 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.31950017295082 -0.0175797885542623 -0.265824489180328 -0.342768814098361 -0.0397774303245902 -0.261595364098361 -0.120782034019672 -0.0599757640590164 -0.301137454098361 0.310028520983607
17 WALKING_DOWNSTAIRS 0.29391828326087 -0.0167359404347826 -0.0892432745173913 0.187719760269565 -0.0607892037384783 -0.231064156615217 0.138969904934783 -0.0696030155695652 -0.238146893671739 0.417120083608696 -0.0382514828108696 -0.417364964586957 -0.010365403726087
17 WALKING_UPSTAIRS 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.0131721014395833 -0.230220954239583 -0.130291411958333 -0.0414521791770833 -0.225588738185417 0.1177404900125 0.0275627495541667 -0.343426498541667 0.02299100584375
18 LAYING 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.986160920923077 -0.987658662307692 -0.985619913846154 -0.986056020307692 -0.987834078615385 -0.927176132 -0.569041942923077 -0.816640141538462 0.837113144923077
18 SITTING 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544 -0.994992112982456 -0.974514839824561 -0.976699728070175 -0.938014806140351 -0.55630096877193 -0.8149324 0.845480159824561
18 STANDING 0.278458805890411 -0.0166353518150685 -0.108453355945205 -0.992019762739726 -0.95422343630137 -0.961873909178082 -0.993370464931507 -0.953953924931507 -0.960057953013699 -0.934002155479452 -0.550766500410959 -0.801362218767123 0.842233946438356
18 WALKING 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.37600552125 -0.227005874892857 -0.428348061071429 -0.415875518571429 -0.214911509714286 -0.436670583214286 -0.110628565017857 -0.15964185125 -0.444363427321429 0.271516662678571
18 WALKING_DOWNSTAIRS 0.288439468909091 -0.0168666920221818 -0.1033908092 -0.302634565090909 -0.254214045818182 -0.418610127454545 -0.374975798181818 -0.283249171636364 -0.422338995636364 0.0724640354296364 -0.195801837636364 -0.496872832545455 0.376917094363636
18 WALKING_UPSTAIRS 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 -0.435476656724138 -0.221353708655172 -0.326726806741379 -0.147648639255172 -0.166411761931034 -0.414364314655172 0.428655608275862
